,cve_id,basescore,baseseverity,confidentialityimpact,integrity,vendor,description,CWE
6408,CVE-2025-32518,7.1,HIGH,LOW,LOW,hossainawlad,Cross-Site Request Forgery (CSRF) vulnerability in hossainawlad ALD Login Page allows Stored XSS. This issue affects ALD Login Page: from n/a through 1.1.,CWE-352
6409,CVE-2025-32631,8.6,HIGH,NONE,NONE,oxygensuite,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in oxygensuite Oxygen MyData for WooCommerce allows Path Traversal. This issue affects Oxygen MyData for WooCommerce: from n/a through 1.0.63.,CWE-22
6410,CVE-2025-32261,4.3,MEDIUM,NONE,LOW,Kuppuraj,Cross-Site Request Forgery (CSRF) vulnerability in Kuppuraj Advanced All in One Admin Search by WP Spotlight allows Cross Site Request Forgery. This issue affects Advanced All in One Admin Search by WP Spotlight: from n/a through 1.1.1.,CWE-352
6411,CVE-2025-32774,,,,,,,
6412,CVE-2025-32236,4.3,MEDIUM,NONE,LOW,Vagonic,"Missing Authorization vulnerability in Vagonic Woocommerce Products Reorder Drag Drop Multiple Sort – Sortable, Rearrange Products Vagonic. This issue affects Woocommerce Products Reorder Drag Drop Multiple Sort – Sortable, Rearrange Products Vagonic: from n/a through 1.9.",CWE-862
6413,CVE-2025-32373,6.5,MEDIUM,HIGH,NONE,dnnsoftware,"DNN (formerly DotNetNuke) is an open-source web content management platform (CMS) in the Microsoft ecosystem. In limited configurations, registered users may be able to craft a request to enumerate/access some portal files they should not have access to. This vulnerability is fixed in 9.13.8.",CWE-639
6414,CVE-2025-32754,9.1,CRITICAL,HIGH,HIGH,Jenkins Project,"In jenkins/ssh-agent Docker images 6.11.1 and earlier, SSH host keys are generated on image creation for images based on Debian, causing all containers based on images of the same version use the same SSH host keys, allowing attackers able to insert themselves into the network path between the SSH client (typically the Jenkins controller) and SSH build agent to impersonate the latter.",CWE-338
6415,CVE-2025-32241,6.5,MEDIUM,NONE,LOW,CleverReach®,Cross-Site Request Forgery (CSRF) vulnerability in CleverReach® Official CleverReach Plugin for WooCommerce allows Cross Site Request Forgery. This issue affects Official CleverReach Plugin for WooCommerce: from n/a through 3.4.3.,CWE-352
6416,CVE-2025-32492,5.9,MEDIUM,LOW,LOW,Eliot Akira,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Eliot Akira Admin Menu Post List allows Stored XSS. This issue affects Admin Menu Post List: from n/a through 2.0.7.,CWE-79
6417,CVE-2025-32168,6.5,MEDIUM,LOW,LOW,CodeYatri,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in CodeYatri Gutenify allows Stored XSS. This issue affects Gutenify: from n/a through 1.4.9.,CWE-79
6418,CVE-2025-32538,7.1,HIGH,LOW,LOW,dev02ali,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in dev02ali Easy Post Duplicator allows Reflected XSS. This issue affects Easy Post Duplicator: from n/a through 1.0.1.,CWE-79
6419,CVE-2025-32187,6.5,MEDIUM,LOW,LOW,Quý Lê 91,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Quý Lê 91 Administrator Z allows DOM-Based XSS. This issue affects Administrator Z: from n/a through 2025.03.04.,CWE-79
6420,CVE-2025-32216,6.4,MEDIUM,NONE,LOW,Spider Themes,Missing Authorization vulnerability in Spider Themes Spider Elements – Addons for Elementor allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Spider Elements – Addons for Elementor: from n/a through 1.6.2.,CWE-862
6421,CVE-2025-32996,4.0,MEDIUM,,,chimurai,"In http-proxy-middleware before 2.0.8 and 3.x before 3.0.4, writeBody can be called twice because ""else if"" is not used.",CWE-670
6422,CVE-2025-32580,7.1,HIGH,LOW,LOW,debounce,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in debounce DeBounce Email Validator allows Stored XSS. This issue affects DeBounce Email Validator: from n/a through 5.7.1.,CWE-79
6423,CVE-2025-32650,8.5,HIGH,HIGH,NONE,"Ability, Inc","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Ability, Inc Accessibility Suite by Online ADA allows SQL Injection. This issue affects Accessibility Suite by Online ADA: from n/a through 4.18.",CWE-89
6424,CVE-2025-32200,,,,,,,
6425,CVE-2025-32129,5.9,MEDIUM,LOW,LOW,"Data443 Risk Migitation, Inc.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Data443 Risk Migitation, Inc. Welcome Bar allows Stored XSS. This issue affects Welcome Bar: from n/a through 2.0.4.",CWE-79
6426,CVE-2025-32579,9.9,CRITICAL,HIGH,HIGH,SoftClever Limited,Unrestricted Upload of File with Dangerous Type vulnerability in SoftClever Limited Sync Posts allows Upload a Web Shell to a Web Server. This issue affects Sync Posts: from n/a through 1.0.,CWE-434
6427,CVE-2025-32257,5.3,MEDIUM,LOW,NONE,1clickmigration,Exposure of Sensitive System Information Due to Uncleared Debug Information vulnerability in 1clickmigration 1 Click WordPress Migration allows Retrieve Embedded Sensitive Data. This issue affects 1 Click WordPress Migration: from n/a through 2.2.,CWE-1258
6428,CVE-2025-32607,9.8,CRITICAL,HIGH,HIGH,magepeopleteam,Deserialization of Untrusted Data vulnerability in magepeopleteam WpBookingly allows Object Injection. This issue affects WpBookingly: from n/a through 1.2.0.,CWE-502
6429,CVE-2025-32484,7.1,HIGH,LOW,LOW,Mathieu Chartier,Cross-Site Request Forgery (CSRF) vulnerability in Mathieu Chartier WP-Planification allows Stored XSS. This issue affects WP-Planification: from n/a through 2.3.1.,CWE-352
6430,CVE-2025-32191,6.5,MEDIUM,LOW,LOW,webangon,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in webangon News Element Elementor Blog Magazine allows DOM-Based XSS. This issue affects News Element Elementor Blog Magazine: from n/a through 1.0.7.,CWE-79
6431,CVE-2025-32938,,,,,,,
6432,CVE-2025-32386,6.5,MEDIUM,NONE,NONE,helm,"Helm is a tool for managing Charts. A chart archive file can be crafted in a manner where it expands to be significantly larger uncompressed than compressed (e.g., >800x difference). When Helm loads this specially crafted chart, memory can be exhausted causing the application to terminate. This issue has been resolved in Helm v3.17.3.",CWE-789
6433,CVE-2025-32693,4.7,MEDIUM,LOW,NONE,WPWebinarSystem,URL Redirection to Untrusted Site ('Open Redirect') vulnerability in WPWebinarSystem WebinarPress allows Phishing. This issue affects WebinarPress: from n/a through 1.33.27.,CWE-601
6434,CVE-2025-32369,6.4,MEDIUM,,,Kentico,Kentico Xperience before 13.0.181 allows authenticated users to distribute malicious content (for stored XSS) via certain interactions with the media library file upload feature.,CWE-79
6435,CVE-2025-32943,3.7,LOW,LOW,NONE,,The vulnerability allows any authenticated user to leak the contents of arbitrary “.m3u8” files from the PeerTube server due to a path traversal in the HLS endpoint.,CWE-22
6436,CVE-2025-32555,7.1,HIGH,LOW,LOW,Edamam,"Cross-Site Request Forgery (CSRF) vulnerability in Edamam SEO, Nutrition and Print for Recipes by Edamam allows Stored XSS. This issue affects SEO, Nutrition and Print for Recipes by Edamam: from n/a through 3.3.",CWE-352
6437,CVE-2025-32914,,,,,Red Hat,"A flaw was found in libsoup, where the soup_multipart_new_from_message() function is vulnerable to an out-of-bounds read. This flaw allows a malicious HTTP client to induce the libsoup server to read out of bounds.",CWE-125
6438,CVE-2025-32017,8.8,HIGH,HIGH,HIGH,umbraco,Umbraco is a free and open source .NET content management system. Authenticated users to the Umbraco backoffice are able to craft management API request that exploit a path traversal vulnerability to upload files into a incorrect location. The issue affects Umbraco 14+ and is patched in 14.3.4 and 15.3.1.,CWE-23
6439,CVE-2025-32152,7.5,HIGH,HIGH,HIGH,Essential Plugins by WP OnlineSupport,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in Essential Plugins by WP OnlineSupport Slider a SlidersPack allows PHP Local File Inclusion. This issue affects Slider a SlidersPack: from n/a through 2.3.,CWE-98
6440,CVE-2025-32502,7.1,HIGH,LOW,LOW,lemmentwickler,Cross-Site Request Forgery (CSRF) vulnerability in lemmentwickler ePaper Lister for Yumpu allows Stored XSS. This issue affects ePaper Lister for Yumpu: from n/a through 1.4.0.,CWE-352
6441,CVE-2025-32282,4.3,MEDIUM,NONE,LOW,ShareThis,Cross-Site Request Forgery (CSRF) vulnerability in ShareThis ShareThis Dashboard for Google Analytics. This issue affects ShareThis Dashboard for Google Analytics: from n/a through 3.2.2.,CWE-352
6442,CVE-2025-32778,,,,,Lissy93,"Web-Check is an all-in-one OSINT tool for analyzing any website. A command injection vulnerability exists in the screenshot API of the Web Check project (Lissy93/web-check). The issue stems from user-controlled input (url) being passed unsanitized into a shell command using exec(), allowing attackers to execute arbitrary system commands on the underlying host. This could be exploited by sending crafted url parameters to extract files or even establish remote access. The vulnerability has been patched by replacing exec() with execFile(), which avoids using a shell and properly isolates arguments.",CWE-78
6443,CVE-2025-32144,8.8,HIGH,HIGH,HIGH,PickPlugins,Deserialization of Untrusted Data vulnerability in PickPlugins Job Board Manager allows Object Injection. This issue affects Job Board Manager: from n/a through 2.1.60.,CWE-502
6444,CVE-2025-32685,7.6,HIGH,HIGH,NONE,Aristo Rinjuang,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Aristo Rinjuang WP Inquiries allows SQL Injection. This issue affects WP Inquiries: from n/a through 0.2.1.,CWE-89
6445,CVE-2025-32406,8.6,HIGH,,,NAKIVO,An XXE issue in the Director NBR component in NAKIVO Backup & Replication 10.3.x through 11.0.1 before 11.0.2 allows remote attackers fetch and parse the XML response.,CWE-611
6446,CVE-2025-32113,7.1,HIGH,LOW,LOW,Renzo Tejada,Cross-Site Request Forgery (CSRF) vulnerability in Renzo Tejada Libro de Reclamaciones y Quejas allows Cross Site Request Forgery. This issue affects Libro de Reclamaciones y Quejas: from n/a through 0.9.,CWE-352
6447,CVE-2025-32543,7.1,HIGH,LOW,LOW,hivedigital,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in hivedigital Canonical Attachments allows Reflected XSS. This issue affects Canonical Attachments: from n/a through 1.7.,CWE-79
6448,CVE-2025-32231,4.3,MEDIUM,NONE,LOW,Bookingor,Missing Authorization vulnerability in Bookingor Bookingor allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Bookingor: from n/a through 1.0.6.,CWE-862
6449,CVE-2025-32661,7.1,HIGH,LOW,LOW,WP Map Plugins,Cross-Site Request Forgery (CSRF) vulnerability in WP Map Plugins Interactive US Map allows Stored XSS. This issue affects Interactive US Map: from n/a through 2.7.,CWE-352
6450,CVE-2025-32374,5.9,MEDIUM,NONE,NONE,dnnsoftware,DNN (formerly DotNetNuke) is an open-source web content management platform (CMS) in the Microsoft ecosystem. Possible denial of service with specially crafted information in the public registration form. This vulnerability is fixed in 9.13.8.,CWE-770
6451,CVE-2025-32118,9.1,CRITICAL,HIGH,HIGH,NiteoThemes,Unrestricted Upload of File with Dangerous Type vulnerability in NiteoThemes CMP – Coming Soon & Maintenance allows Using Malicious Files. This issue affects CMP – Coming Soon & Maintenance: from n/a through 4.1.13.,CWE-434
6452,CVE-2025-32266,4.3,MEDIUM,NONE,LOW,wp-buy,Cross-Site Request Forgery (CSRF) vulnerability in wp-buy 404 Image Redirection (Replace Broken Images) allows Cross Site Request Forgery. This issue affects 404 Image Redirection (Replace Broken Images): from n/a through 1.4.,CWE-352
6453,CVE-2025-32773,,,,,,,
6454,CVE-2025-32909,,,,,Red Hat,A flaw was found in libsoup. SoupContentSniffer may be vulnerable to a NULL pointer dereference in the sniff_mp4 function. The HTTP server may cause the libsoup client to crash.,CWE-476
6455,CVE-2025-32270,4.3,MEDIUM,NONE,LOW,Broadstreet,Cross-Site Request Forgery (CSRF) vulnerability in Broadstreet Broadstreet allows Cross Site Request Forgery. This issue affects Broadstreet: from n/a through 1.51.1.,CWE-352
6456,CVE-2025-32765,,,,,,,
6457,CVE-2025-32509,7.5,HIGH,NONE,NONE,WPMinds,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in WPMinds Simple WP Events allows Path Traversal. This issue affects Simple WP Events: from n/a through 1.8.17.,CWE-22
6458,CVE-2025-32159,7.5,HIGH,HIGH,HIGH,RadiusTheme,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in RadiusTheme Radius Blocks allows PHP Local File Inclusion. This issue affects Radius Blocks: from n/a through 2.2.1.,CWE-98
6459,CVE-2025-32677,7.6,HIGH,HIGH,NONE,solwininfotech,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in solwininfotech WP Social Stream Designer allows Blind SQL Injection. This issue affects WP Social Stream Designer: from n/a through 1.3.,CWE-89
6460,CVE-2025-32227,4.3,MEDIUM,NONE,LOW,Asgaros,Authentication Bypass by Spoofing vulnerability in Asgaros Asgaros Forum allows Identity Spoofing. This issue affects Asgaros Forum: from n/a through 3.0.0.,CWE-290
6461,CVE-2025-32698,,,,,Wikimedia Foundation,"Exposure of Sensitive Information to an Unauthorized Actor vulnerability in Wikimedia Foundation MediaWiki. This vulnerability is associated with program files includes/logging/LogPager.Php.

This issue affects MediaWiki: before 1.39.12, 1.42.6, 1.43.1.",CWE-200
6462,CVE-2025-32948,7.5,HIGH,NONE,NONE,,"The vulnerability allows any attacker to cause the PeerTube server to stop functioning, or in special cases send requests to arbitrary URLs (Blind SSRF). Attackers can send ActivityPub activities to PeerTube's ""inbox"" endpoint. By abusing the ""Create Activity"" functionality, it is possible to create crafted playlists which will cause either denial of service or an attacker-controlled blind SSRF.",CWE-843
6463,CVE-2025-32175,6.5,MEDIUM,LOW,LOW,"Vektor,Inc.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Vektor,Inc. VK Filter Search allows Stored XSS. This issue affects VK Filter Search: from n/a through 2.14.1.0.",CWE-79
6464,CVE-2025-32525,7.1,HIGH,LOW,LOW,interactivegeomaps,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in interactivegeomaps Interactive Geo Maps allows Reflected XSS. This issue affects Interactive Geo Maps: from n/a through 1.6.24.,CWE-79
6465,CVE-2025-32030,7.5,HIGH,NONE,NONE,apollographql,"Apollo Gateway provides utilities for combining multiple GraphQL microservices into a single GraphQL endpoint. Prior to 2.10.1, a vulnerability in Apollo Gateway allowed queries with deeply nested and reused named fragments to be prohibitively expensive to query plan, specifically during named fragment expansion. Named fragments were being expanded once per fragment spread during query planning, leading to exponential resource usage when deeply nested and reused fragments were involved. This could lead to excessive resource consumption and denial of service. This has been remediated in @apollo/gateway version 2.10.1.",CWE-770
6466,CVE-2025-32460,4.0,MEDIUM,,,GraphicsMagick,"GraphicsMagick before 8e56520 has a heap-based buffer over-read in ReadJXLImage in coders/jxl.c, related to an ImportViewPixelArea call.",CWE-125
6467,CVE-2025-32933,,,,,,,
6468,CVE-2025-32122,7.6,HIGH,HIGH,NONE,Stylemix,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Stylemix uListing allows Blind SQL Injection. This issue affects uListing: from n/a through 2.1.9.,CWE-89
6469,CVE-2025-32067,,,,,The Wikimedia Foundation,Improper Input Validation vulnerability in The Wikimedia Foundation Mediawiki - Growth Experiments Extension allows Cross-Site Scripting (XSS).This issue affects Mediawiki - Growth Experiments Extension: from 1.39 through 1.43.,CWE-20
6470,CVE-2025-32358,4.0,MEDIUM,,,Zammad,"In Zammad 6.4.x before 6.4.2, SSRF can occur. Authenticated admin users can enable webhooks in Zammad, which are triggered as POST requests when certain conditions are met. If a webhook endpoint returned a redirect response, Zammad would follow it automatically with another GET request. This could be abused by an attacker to cause GET requests for example in the local network.",CWE-918
6471,CVE-2025-32134,5.9,MEDIUM,LOW,LOW,KaizenCoders,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in KaizenCoders URL Shortify allows Stored XSS. This issue affects URL Shortify: from n/a through 1.10.4.,CWE-79
6472,CVE-2025-32071,,,,,The Wikimedia Foundation,Improper Input Validation vulnerability in The Wikimedia Foundation Mediawiki - Wikidata Extension allows Cross-Site Scripting (XSS) from widthheight message via ImageHandler::getDimensionsString()This issue affects Mediawiki - Wikidata Extension: from 1.39 through 1.43.,CWE-20
6473,CVE-2025-32499,6.5,MEDIUM,HIGH,NONE,wpWax,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in wpWax Logo Showcase Ultimate allows PHP Local File Inclusion. This issue affects Logo Showcase Ultimate: from n/a through 1.4.4.,CWE-98
6474,CVE-2025-32163,6.5,MEDIUM,LOW,LOW,Xpro,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Xpro Xpro Elementor Addons allows Stored XSS. This issue affects Xpro Elementor Addons: from n/a through 1.4.9.,CWE-79
6475,CVE-2025-32476,7.1,HIGH,LOW,LOW,blueinstyle,Cross-Site Request Forgery (CSRF) vulnerability in blueinstyle Advanced Tag Lists allows Stored XSS. This issue affects Advanced Tag Lists: from n/a through 1.2.,CWE-352
6476,CVE-2025-32026,3.8,LOW,LOW,LOW,element-hq,"Element Web is a Matrix web client built using the Matrix React SDK. Element Web, starting from version 1.11.16 up to version 1.11.96, can be configured to load Element Call from an external URL. Under certain conditions, the external page is able to get access to the media encryption keys used for an Element Call call. Version 1.11.97 fixes the problem.",CWE-497
6477,CVE-2025-32051,,,,,Red Hat,A flaw was found in libsoup. The libsoup soup_uri_decode_data_uri() function may crash when processing malformed data URI. This flaw allows an attacker to cause a denial of service (DoS).,CWE-754
6478,CVE-2025-32114,7.1,HIGH,LOW,LOW,5sterrenspecialist,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in 5sterrenspecialist 5sterrenspecialist allows Reflected XSS. This issue affects 5sterrenspecialist: from n/a through 1.3.,CWE-79
6479,CVE-2025-32728,4.3,MEDIUM,,,OpenBSD,"In sshd in OpenSSH before 10.0, the DisableForwarding directive does not adhere to the documentation stating that it disables X11 and agent forwarding.",CWE-440
6480,CVE-2025-32378,,,,,shopware,"Shopware is an open source e-commerce software platform. Prior to 6.6.10.3 or 6.5.8.17, the default settings for double-opt-in allow for mass unsolicited newsletter sign-ups without confirmation. Default settings are Newsletter: Double Opt-in set to active, Newsletter: Double opt-in for registered customers set to disabled, and Log-in & sign-up: Double opt-in on sign-up set to disabled. With these settings, anyone can register an account on the shop using any e-mail-address and then check the check-box in the account page to sign up for the newsletter. The recipient will receive two mails confirming registering and signing up for the newsletter, no confirmation link needed to be clicked for either. In the backend the recipient is set to “instantly active”. This vulnerability is fixed in 6.6.10.3 or 6.5.8.17.",CWE-799
6481,CVE-2025-32143,8.8,HIGH,HIGH,HIGH,PickPlugins,Deserialization of Untrusted Data vulnerability in PickPlugins Accordion allows Object Injection. This issue affects Accordion: from n/a through 2.3.10.,CWE-502
6482,CVE-2025-32913,,,,,Red Hat,"A flaw was found in libsoup, where the soup_message_headers_get_content_disposition() function is vulnerable to a NULL pointer dereference. This flaw allows a malicious HTTP peer to crash a libsoup client or server that uses this function.",CWE-476
6483,CVE-2025-32155,7.5,HIGH,HIGH,HIGH,markkinchin,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in markkinchin Beds24 Online Booking allows PHP Local File Inclusion. This issue affects Beds24 Online Booking: from n/a through 2.0.26.,CWE-98
6484,CVE-2025-32505,7.1,HIGH,LOW,LOW,SCAND,Cross-Site Request Forgery (CSRF) vulnerability in SCAND MultiMailer allows Stored XSS. This issue affects MultiMailer: from n/a through 1.0.3.,CWE-352
6485,CVE-2025-32769,,,,,,,
6486,CVE-2025-32944,6.5,MEDIUM,NONE,NONE,,"The vulnerability allows any authenticated user to cause the PeerTube server to stop functioning in a persistent manner.  If user import is enabled (which is the default setting), any registered user can upload an archive for importing. The code uses the yauzl library for reading the archive. If the yauzl library encounters a filename that is considered illegal, it raises an exception that is uncaught by PeerTube, leading to a crash which repeats infinitely on startup.",CWE-248
6487,CVE-2025-32102,5.0,MEDIUM,,,CrushFTP,CrushFTP 9.x and 10.x through 10.8.4 and 11.x through 11.3.1 allows SSRF via the host and port parameters in a command=telnetSocket request to the /WebInterface/function/ URI.,CWE-918
6488,CVE-2025-32381,6.5,MEDIUM,NONE,NONE,mlc-ai,"XGrammar is an open-source library for efficient, flexible, and portable structured generation. Prior to 0.1.18, Xgrammar includes a cache for compiled grammars to increase performance with repeated use of the same grammar. This cache is held in memory. Since the cache is unbounded, a system making use of xgrammar can be abused to fill up a host's memory and case a denial of service. For example, sending many small requests to an LLM inference server with unique JSON schemas would eventually cause this denial of service to occur. This vulnerability is fixed in 0.1.18.",CWE-770
6489,CVE-2025-32694,4.7,MEDIUM,LOW,NONE,Rustaurius,URL Redirection to Untrusted Site ('Open Redirect') vulnerability in Rustaurius Ultimate WP Mail allows Phishing. This issue affects Ultimate WP Mail: from n/a through 1.3.2.,CWE-601
6490,CVE-2025-32483,5.9,MEDIUM,LOW,LOW,Scott Salisbury,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Scott Salisbury Request Call Back allows Stored XSS. This issue affects Request Call Back: from n/a through 1.4.1.,CWE-79
6491,CVE-2025-32179,6.5,MEDIUM,LOW,LOW,icopydoc,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in icopydoc Maps for WP allows Stored XSS. This issue affects Maps for WP: from n/a through 1.2.4.,CWE-79
6492,CVE-2025-32196,6.5,MEDIUM,LOW,LOW,blazethemes,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in blazethemes News Kit Elementor Addons allows Stored XSS. This issue affects News Kit Elementor Addons: from n/a through 1.3.1.,CWE-79
6493,CVE-2025-32250,5.4,MEDIUM,NONE,LOW,rollbar,Cross-Site Request Forgery (CSRF) vulnerability in rollbar Rollbar allows Cross Site Request Forgery. This issue affects Rollbar: from n/a through 2.7.1.,CWE-352
6494,CVE-2025-32600,7.1,HIGH,LOW,LOW,Tournamatch,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Tournamatch Tournamatch allows Reflected XSS. This issue affects Tournamatch: from n/a through 4.6.1.,CWE-79
6495,CVE-2025-32987,6.0,MEDIUM,,,Arctera,"Arctera eDiscovery Platform before 10.3.2, when Enterprise Vault Collection Module is used, places a cleartext password on a command line in EVSearcher.",CWE-214
6496,CVE-2025-32591,7.1,HIGH,LOW,LOW,Kevon Adonis,Cross-Site Request Forgery (CSRF) vulnerability in Kevon Adonis WP Abstracts allows Cross Site Request Forgery. This issue affects WP Abstracts: from n/a through 2.7.4.,CWE-352
6497,CVE-2025-32207,6.5,MEDIUM,LOW,LOW,Anzar Ahmed,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Anzar Ahmed Ni WooCommerce Cost Of Goods allows Stored XSS. This issue affects Ni WooCommerce Cost Of Goods: from n/a through 3.2.8.,CWE-79
6498,CVE-2025-32568,9.8,CRITICAL,HIGH,HIGH,empik,Deserialization of Untrusted Data vulnerability in empik EmpikPlace for Woocommerce allows Object Injection. This issue affects EmpikPlace for Woocommerce: from n/a through 1.4.2.,CWE-502
6499,CVE-2025-32138,6.6,MEDIUM,LOW,LOW,supsystic,Improper Restriction of XML External Entity Reference vulnerability in supsystic Easy Google Maps allows XML Injection. This issue affects Easy Google Maps: from n/a through 1.11.17.,CWE-611
6500,CVE-2025-32587,8.1,HIGH,HIGH,HIGH,pickupp,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in pickupp WooCommerce Pickupp allows PHP Local File Inclusion. This issue affects WooCommerce Pickupp: from n/a through 2.4.0.,CWE-22
6501,CVE-2025-32211,6.5,MEDIUM,LOW,LOW,Broadstreet,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Broadstreet Broadstreet allows Stored XSS. This issue affects Broadstreet: from n/a through 1.51.2.,CWE-79
6502,CVE-2025-32641,9.6,CRITICAL,HIGH,HIGH,anantaddons,Cross-Site Request Forgery (CSRF) vulnerability in anantaddons Anant Addons for Elementor allows Cross Site Request Forgery. This issue affects Anant Addons for Elementor: from n/a through 1.1.5.,CWE-352
6503,CVE-2025-32495,6.5,MEDIUM,LOW,LOW,Joe,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Joe Waymark allows Stored XSS. This issue affects Waymark: from n/a through 1.5.2.,CWE-79
6504,CVE-2025-32929,7.5,HIGH,NONE,NONE,"Dmitry V. (CEO of ""UKR Solution"")","Missing Authorization vulnerability in Dmitry V. (CEO of ""UKR Solution"") Barcode Generator for WooCommerce allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Barcode Generator for WooCommerce: from n/a through 2.0.4.",CWE-862
6505,CVE-2025-32616,7.1,HIGH,LOW,LOW,nimbata,Cross-Site Request Forgery (CSRF) vulnerability in nimbata Nimbata Call Tracking allows Stored XSS. This issue affects Nimbata Call Tracking: from n/a through 1.7.1.,CWE-352
6506,CVE-2025-32246,5.4,MEDIUM,NONE,LOW,Tim Nguyen,Missing Authorization vulnerability in Tim Nguyen 1-Click Backup &amp; Restore Database allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects 1-Click Backup &amp; Restore Database: from n/a through 1.0.3.,CWE-862
6507,CVE-2025-32617,7.1,HIGH,LOW,LOW,Ydesignservices,Cross-Site Request Forgery (CSRF) vulnerability in Ydesignservices Multiple Location Google Map allows Stored XSS. This issue affects Multiple Location Google Map: from n/a through 1.1.,CWE-352
6508,CVE-2025-32247,5.4,MEDIUM,NONE,LOW,ABCdatos,Cross-Site Request Forgery (CSRF) vulnerability in ABCdatos AI Content Creator allows Cross Site Request Forgery. This issue affects AI Content Creator: from n/a through 1.2.6.,CWE-352
6509,CVE-2025-32494,4.3,MEDIUM,NONE,LOW,bozdoz,Cross-Site Request Forgery (CSRF) vulnerability in bozdoz reCAPTCHA Jetpack allows Cross Site Request Forgery. This issue affects reCAPTCHA Jetpack: from n/a through 0.2.2.,CWE-352
6510,CVE-2025-32181,6.5,MEDIUM,LOW,LOW,Fast Simon,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Fast Simon Search, Filters & Merchandising for WooCommerce allows Stored XSS. This issue affects Search, Filters & Merchandising for WooCommerce: from n/a through 3.0.57.",CWE-79
6511,CVE-2025-32210,6.5,MEDIUM,NONE,HIGH,CreativeMindsSolutions,Missing Authorization vulnerability in CreativeMindsSolutions CM Registration and Invitation Codes allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects CM Registration and Invitation Codes: from n/a through 2.5.2.,CWE-862
6512,CVE-2025-32640,5.9,MEDIUM,LOW,LOW,Elementor,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Elementor One Click Accessibility allows Stored XSS. This issue affects One Click Accessibility: from n/a through 3.1.0.,CWE-79
6513,CVE-2025-32093,4.7,MEDIUM,LOW,LOW,Mattermost,"Mattermost versions 10.5.x <= 10.5.1, 10.4.x <= 10.4.3, 9.11.x <= 9.11.9 fail to restrict certain operations on system admins to only other system admins, which allows delegated granular administration users with the ""Edit Other Users"" permission to perform unauthorized modifications to system administrators via improper permission validation.",CWE-863
6514,CVE-2025-32569,9.8,CRITICAL,HIGH,HIGH,RealMag777,Deserialization of Untrusted Data vulnerability in RealMag777 TableOn – WordPress Posts Table Filterable allows Object Injection. This issue affects TableOn – WordPress Posts Table Filterable: from n/a through 1.0.2.,CWE-502
6515,CVE-2025-32139,5.9,MEDIUM,LOW,LOW,bradvin,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in bradvin FooBox Image Lightbox . This issue affects FooBox Image Lightbox : from n/a through 2.7.33.,CWE-79
